id_cliente,data_cadastro,nome_completo,cpf,data_nascimento,genero,cidade,estado,profissao,renda_mensal_bruta,score_credito_inicial,segmento_cliente,status_conta,data_ultimo_login,data_cancelamento
163,2021-07-27,Thales Gomes,137.540.692-25,1972-05-07,Masculino,Gomes,TO,Profissional de educação física,19644.33,431.34,Standard,Ativa,2024-03-11,
164,2022-09-24,Ana Sophia Almeida,910.287.456-30,1981-04-26,Feminino,Lima das Flores,AP,Soldado,2307.48,709.59,Economy,Inativa,2023-03-25,
165,2023-04-24,Bruno Moraes,325.940.861-42,1985-05-11,Outro,Araújo,ES,Berçarista,16159.28,658.61,Premium,Inativa,2023-12-15,
166,2025-04-02,Leonardo Rios,210.587.639-03,1956-05-10,Masculino,Cavalcante da Praia,BA,Engenheiro industrial,10792.39,624.6,Premium,Inativa,2025-06-25,
167,2024-04-17,Júlia Moura,149.368.207-50,1956-06-22,Feminino,Freitas,CE,Engenheiro de minas,1783.93,379.29,Economy,Ativa,2025-06-30,2024-09-27
168,2024-06-29,Dra. Agatha Aparecida,039.826.175-02,2001-06-30,Feminino,Câmara Alegre,ES,Lubrificador de máquinas,7763.38,680.99,Economy,Ativa,2025-04-04,2024-08-15
169,2025-03-17,Maria Fernanda Campos,802.149.356-98,1968-03-08,Outro,Vasconcelos da Mata,MT,Berçarista,17397.83,509.01,Standard,Cancelada,2025-07-22,
170,2023-05-24,Liz Sousa,937.248.160-22,1950-02-02,Feminino,Abreu,PA,Alergologista,17639.09,319.74,Premium,Ativa,2023-11-03,
171,2021-10-16,Lucas Gabriel Abreu,641.789.350-20,1969-09-20,Feminino,Silva,GO,Bóia-fria,19952.38,710.72,Standard,Ativa,2025-01-05,
172,2020-11-05,Maria Fernanda Marques,192.530.486-89,1963-01-20,Outro,da Rocha,GO,Forneiro,17642.72,544.02,Economy,Inativa,2024-11-21,
173,2025-04-04,Dr. Rael da Mata,319.840.652-89,1972-06-02,Masculino,Martins de Dias,PA,Carteiro,7500.93,330.87,Standard,Inativa,2025-07-26,
174,2023-04-23,Ravi da Luz,192.657.038-30,2005-07-29,Masculino,Borges,RR,Engenheiro de controle e automação,11326.58,611.26,Premium,Ativa,2023-10-16,
175,2025-06-21,José Pedro Cavalcanti,067.458.193-84,1972-08-11,Outro,Vieira,BA,Cartógrafo,17610.53,640.84,Premium,Inativa,2025-06-23,
176,2020-09-07,Gael Henrique Guerra,514.609.738-01,1997-10-15,Masculino,Borges,TO,Geólogo,5795.49,650.85,Standard,Inativa,2025-07-17,
177,2021-03-28,Marina Silveira,670.359.148-20,2004-04-12,Feminino,da Mota,GO,Médico legista,18172.37,672.69,Premium,Ativa,2021-06-17,
178,2025-01-17,Juan Monteiro,687.092.351-59,1951-08-22,Feminino,Ramos,SE,Pedreiro,19771.56,464.53,Standard,Cancelada,2025-05-28,
179,2021-11-15,Mateus Viana,578.249.613-46,2007-04-14,Feminino,Alves,MT,Químico farmacêutico,5185.51,511.58,Standard,Ativa,2023-11-30,
180,2021-09-21,Ravy Moura,532.019.786-12,2001-07-31,Outro,Oliveira,SE,Jogador de tênis de mesa,8140.74,462.73,Economy,Inativa,2024-10-05,
181,2022-05-27,Luiza Sousa,509.461.732-06,1998-04-21,Outro,Mendonça,AL,Biomédico,8822.41,304.45,Economy,Cancelada,2025-02-16,2022-12-20
182,2020-11-27,Agatha Farias,932.751.608-77,1984-07-10,Outro,Pastor,RR,Cirurgião bucal,15285.68,758.06,Standard,Ativa,2020-12-31,
183,2024-07-01,Marcelo Santos,615.298.473-46,1998-09-21,Feminino,Rezende de Dias,CE,Traumatologista,5551.58,404.57,Standard,Cancelada,2025-06-21,
184,2025-06-21,Sr. Erick Garcia,492.150.378-88,1989-11-08,Outro,Pereira,MT,Repórter,14095.82,375.23,Premium,Cancelada,2025-08-13,
185,2021-09-24,Lucas Souza,135.290.674-07,1982-06-06,Feminino,Costela de Goiás,RR,Ator,16089.29,318.35,Standard,Cancelada,2025-05-19,
186,2022-05-19,Matheus Macedo,629.378.501-03,1995-04-11,Feminino,Castro,PB,Avalista,7544.3,528.53,Premium,Ativa,2024-09-20,
187,2024-08-16,Cauã Barbosa,526.190.478-11,1951-07-26,Feminino,Lopes,RS,Consultor de moda,11320.77,802.42,Premium,Inativa,2024-08-23,
188,2023-08-31,Sr. Gabriel Jesus,894.526.107-94,1974-10-24,Feminino,Oliveira da Prata,TO,Odontopediatra,19396.61,462.33,Standard,Ativa,2023-10-08,
189,2021-05-24,Rhavi Costa,103.952.867-86,1970-07-22,Masculino,Viana das Flores,PR,Odontologista legal,4104.0,831.58,Economy,Cancelada,2023-03-16,
190,2025-02-06,Ester Freitas,652.307.914-70,1964-12-30,Feminino,da Mata,RJ,Astrônomo,19394.49,742.52,Standard,Ativa,2025-06-09,
191,2021-05-20,Manuella Nogueira,630.984.521-70,1990-01-09,Masculino,Melo,MA,Baixista,6392.48,367.97,Standard,Cancelada,2021-10-16,
192,2022-08-08,Stella Oliveira,921.637.408-03,1999-02-26,Feminino,Aparecida,PA,Baixista,12314.36,752.33,Standard,Ativa,2022-09-15,
193,2025-07-27,Clara Peixoto,451.039.827-14,1974-11-18,Feminino,Moreira dos Dourados,AC,Torneiro mecânico,1962.96,786.33,Economy,Inativa,2025-08-17,
194,2023-09-29,Clarice Casa Grande,918.402.673-13,1979-12-08,Masculino,Rezende do Amparo,RJ,Regente,13481.57,649.47,Standard,Cancelada,2024-07-14,
195,2022-12-29,Maria Liz Andrade,653.087.219-12,1959-08-13,Feminino,Vieira da Mata,MA,Epidemiólogo,3658.5,324.94,Premium,Inativa,2024-01-21,
196,2024-11-03,Davi Luiz da Rosa,754.839.061-01,1999-05-28,Masculino,Jesus,SC,Obstetra,3298.05,787.99,Premium,Inativa,2025-05-19,
197,2024-06-04,Eduarda Azevedo,486.195.032-51,1999-12-04,Outro,Araújo,ES,Anestesiologista,19063.54,683.07,Economy,Inativa,2025-05-31,
198,2022-11-28,Léo Martins,861.507.243-44,2002-11-15,Outro,Melo,RJ,Porteiro,4358.67,528.19,Premium,Inativa,2024-10-28,
199,2022-05-18,Dra. Ayla da Paz,069.148.527-58,1959-02-10,Feminino,da Mata,RS,Lenhador,2105.25,503.79,Standard,Inativa,2025-04-14,
200,2023-03-12,Alexia Melo,290.184.536-33,1999-10-11,Feminino,Garcia da Praia,PB,Engenheiro de iluminação,3338.06,677.12,Economy,Cancelada,2025-07-19,
201,2021-09-19,Maria Laura Pacheco,105.476.298-85,1967-02-25,Feminino,Azevedo de Fernandes,GO,Soldado,6603.81,832.51,Standard,Ativa,2023-10-02,
202,2022-04-03,Letícia Correia,283.047.956-47,1965-09-08,Outro,Rezende,PR,Estoquista,13330.62,834.1,Premium,Inativa,2024-06-19,
203,2021-12-03,Gabriel Fernandes,387.524.609-83,1973-11-26,Masculino,Brito do Amparo,BA,Engenheiro de produção agroindustrial,16059.09,412.86,Economy,Ativa,2023-05-12,
204,2024-04-02,Lívia Rezende,135.972.864-37,1982-01-19,Masculino,Pacheco da Mata,PB,Carnavalesco,7578.35,381.15,Economy,Ativa,2025-07-05,
205,2022-12-24,Ana Sophia Melo,381.659.270-86,1999-11-17,Masculino,Carvalho,DF,Gestor público,19769.26,597.12,Premium,Ativa,2024-07-10,
206,2022-09-03,Cecília Dias,217.958.630-21,1982-08-27,Masculino,Machado,GO,Digitador,3938.36,497.03,Premium,Cancelada,2025-05-09,
207,2024-06-07,Aurora Cardoso,968.375.402-38,1959-05-29,Masculino,Siqueira,MS,Agente de combate à endemias,6409.3,369.72,Standard,Cancelada,2025-05-07,
208,2025-02-01,André Pires,395.210.867-77,1993-07-11,Masculino,Azevedo,TO,Arranjador musical,10310.55,727.91,Economy,Cancelada,2025-05-17,
209,2022-02-12,Valentina Fernandes,625.381.490-70,1966-06-30,Outro,Câmara,SC,Chaveiro,5598.67,638.31,Economy,Cancelada,2024-09-02,
210,2021-09-06,Luiz Otávio Silva,064.875.923-74,1950-11-25,Feminino,Rezende,TO,Agricultor,13401.8,317.13,Standard,Inativa,2023-09-03,
211,2020-11-13,Yan da Cunha,723.560.814-53,1956-05-05,Masculino,Pinto Grande,PA,Caixa,10569.97,800.34,Premium,Ativa,2022-12-25,
212,2023-03-09,Theo Costa,934.671.285-64,1985-06-15,Masculino,Castro do Norte,PI,Operador de telemarketing,2715.12,451.26,Economy,Cancelada,2023-11-16,
213,2025-03-07,Alexandre Albuquerque,197.804.523-97,1989-07-17,Feminino,Ramos de Goiás,PB,Farmacêutico,8546.73,628.57,Standard,Inativa,2025-05-24,
214,2021-12-12,João Vitor Fonseca,561.089.724-67,1952-07-13,Feminino,Fogaça dos Dourados,RN,Engenheiro florestal,3334.8,685.98,Economy,Cancelada,2024-12-09,
215,2025-01-07,Danilo Guerra,674.935.820-92,1955-01-08,Outro,Cardoso,RR,Webdesigner,14835.54,418.26,Standard,Ativa,2025-07-07,
216,2020-12-02,Rafaela Nunes,726.984.053-92,2004-04-16,Feminino,Mendonça de Camargo,PA,Mecânico de vôo,8876.51,701.29,Standard,Inativa,2021-09-02,
217,2020-11-08,Dra. Valentina Vargas,935.467.018-01,1964-10-20,Feminino,Ferreira de Ribeiro,RO,Soldador,8424.57,383.95,Standard,Ativa,2022-05-10,
218,2022-07-21,Anthony Ramos,287.631.049-03,1998-04-17,Masculino,Farias,GO,Artista/Técnico em espetáculos de diversões,3224.76,353.11,Economy,Inativa,2024-04-08,2025-08-04
219,2023-03-01,Bruno Marques,791.635.208-77,1981-07-22,Outro,Caldeira,MG,Líder comunitário,2609.65,826.14,Economy,Inativa,2024-02-05,
220,2020-10-21,Liz Moraes,837.260.195-02,1981-06-23,Feminino,Silva de Ribeiro,MS,Velejador,8041.56,665.94,Standard,Cancelada,2024-10-15,
221,2022-11-21,Dr. Yan Moreira,510.836.974-39,1955-04-13,Feminino,Correia,AM,Judoca,12607.59,493.41,Economy,Cancelada,2024-09-10,2022-11-23
222,2021-09-14,Sr. Oliver Aparecida,917.354.860-00,1997-06-14,Outro,Novaes,PA,Promotor de eventos,10420.5,766.0,Standard,Cancelada,2022-06-14,
223,2023-01-16,Erick Siqueira,216.547.938-09,1979-02-10,Feminino,Pereira de Goiás,GO,Kite-surfer,12120.85,743.97,Economy,Cancelada,2025-06-04,
224,2025-06-12,Davi Miguel Jesus,984.657.230-10,2005-11-30,Outro,Costela,RN,Urbanista,11799.69,634.95,Economy,Cancelada,2025-07-12,
225,2022-01-29,Dra. Emanuelly Montenegro,851.624.397-46,1969-08-27,Masculino,Lima do Sul,PE,Cambista,6555.5,719.33,Standard,Inativa,2024-06-19,
226,2020-10-02,João Pedro Rodrigues,420.581.796-76,1958-01-21,Masculino,Pimenta,RO,Produtor editorial,11976.94,520.43,Premium,Cancelada,2024-01-08,2021-09-23
227,2024-12-14,Thomas Viana,406.372.851-07,1992-09-08,Masculino,Pinto,SP,Médico,3197.52,591.77,Standard,Inativa,2025-05-01,
228,2024-10-11,Maria Eduarda Sá,983.651.240-33,2002-06-29,Masculino,Cirino,CE,Paramédico,8345.98,696.88,Economy,Cancelada,2025-05-18,
229,2021-03-23,José Miguel Abreu,572.018.649-20,1951-12-26,Masculino,Vieira de Oliveira,PI,Headhunter,4378.23,714.94,Premium,Cancelada,2022-06-15,2022-05-22
230,2020-12-28,Ana Lívia Viana,826.473.015-90,1990-09-03,Feminino,Ribeiro,MT,Geólogo,13745.87,567.11,Standard,Inativa,2023-06-06,2025-06-06
231,2022-06-07,Olívia Novais,015.384.796-48,1962-04-19,Outro,Vieira do Campo,MG,Engenheiro de petróleo,3605.62,536.45,Standard,Cancelada,2024-11-02,
232,2023-05-01,Dr. Ryan Aparecida,435.907.126-43,1966-01-12,Feminino,Costela,RO,Selecionador de pessoal,11248.28,469.63,Premium,Inativa,2025-06-04,
233,2024-06-30,Gustavo Nascimento,612.037.954-16,1999-10-18,Masculino,Cavalcanti,SE,Engenheiro de horticultura,1642.21,465.78,Premium,Ativa,2024-12-22,
234,2023-06-02,Nicolas Gomes,768.203.594-38,1982-12-23,Feminino,Sá,SC,Promotor de eventos,7570.26,304.25,Economy,Inativa,2023-12-02,
235,2020-11-08,Bianca da Rocha,419.635.720-25,1998-10-29,Feminino,Castro de Nascimento,ES,Cientista de alimentos,11352.77,426.56,Economy,Cancelada,2022-07-24,
236,2024-05-12,Diego da Rosa,502.869.374-92,1995-11-03,Masculino,Costela da Praia,DF,Líder comunitário,8845.82,708.12,Standard,Ativa,2025-06-09,
237,2025-02-26,Henry Pimenta,431.759.026-34,1999-01-05,Masculino,da Rocha,RO,Atleta de tiro com arco,17449.04,616.67,Economy,Inativa,2025-03-22,
238,2021-11-18,Dr. Davi Lucas Rios,314.708.269-50,1961-01-29,Feminino,Pimenta da Mata,RR,Projetista mecânico,6856.03,522.77,Standard,Ativa,2024-01-21,
239,2021-05-22,Eloá Abreu,538.967.210-03,1982-07-04,Outro,Mendes dos Dourados,PB,Hematologista,10011.79,679.29,Standard,Ativa,2024-10-24,
240,2024-07-02,Anna Liz da Mota,283.950.476-65,1977-11-15,Masculino,Vargas Verde,DF,Apontador de mão-de-obra,6001.35,623.88,Economy,Ativa,2024-08-15,
241,2023-05-21,Clarice Fonseca,634.187.092-22,1981-02-23,Feminino,Ribeiro,ES,Representante comercial,15297.39,421.86,Premium,Ativa,2025-08-16,
242,2024-01-18,Felipe Nunes,927.801.356-03,1993-07-18,Masculino,Freitas de Goiás,AL,Técnico em taquigrafia,11316.19,406.65,Standard,Inativa,2024-04-08,
243,2021-08-29,Mirella Aparecida,051.842.639-42,2002-04-11,Outro,Rezende das Flores,MS,Promotor público/de justiça,16578.18,429.95,Premium,Inativa,2023-02-03,
244,2023-11-23,Heloisa Moreira,658.394.027-29,1998-01-31,Outro,Cavalcante de da Conceição,AP,Paramédico,4328.09,717.53,Premium,Ativa,2024-10-15,
245,2023-11-05,Sr. Ian Leão,517.936.820-03,1961-11-23,Outro,Almeida de Goiás,AL,Ceramista,10641.16,714.95,Economy,Inativa,2024-03-05,
246,2023-06-30,Diogo Araújo,249.836.071-96,1958-12-22,Outro,Cunha,PB,Recreador,13395.35,842.59,Standard,Cancelada,2024-11-02,
247,2025-08-04,Cecília Vieira,924.158.370-32,1999-12-06,Feminino,Garcia,MG,Chefe de cozinha,2763.3,543.21,Standard,Inativa,2025-08-06,
248,2021-03-03,Mariah Cassiano,912.345.076-25,1961-05-13,Feminino,Mendes,RO,Chargista,10885.73,470.72,Standard,Ativa,2025-01-01,
249,2025-02-19,Marina Moreira,650.843.192-70,1980-11-27,Feminino,Pastor Verde,AM,Mágico,2919.52,775.34,Premium,Cancelada,2025-02-19,2025-08-06
250,2021-04-18,João Miguel Peixoto,864.105.723-44,1977-04-20,Feminino,Rezende do Oeste,RR,Fotógrafo,10060.17,604.87,Economy,Ativa,2022-04-21,
251,2022-09-02,Isis da Luz,865.423.197-19,1955-10-23,Outro,Freitas,PI,Prensista,13558.99,476.84,Standard,Cancelada,2023-12-06,
252,2023-01-17,Sra. Cecilia Ribeiro,137.659.084-01,2006-12-17,Masculino,Novaes do Norte,CE,Jogador de vôlei,9834.68,746.03,Standard,Cancelada,2024-07-15,
253,2025-06-14,Maya Borges,143.208.569-70,1949-12-08,Outro,Pimenta do Galho,MA,Trompetista,4692.34,436.26,Standard,Inativa,2025-06-19,2025-06-23
254,2025-06-12,Thales Macedo,034.197.625-34,1952-12-17,Outro,Fonseca,ES,Técnico de gesso,4436.8,505.07,Standard,Inativa,2025-08-02,
255,2020-08-17,Maria Rios,693.405.821-60,1958-10-05,Feminino,Ferreira Paulista,ES,Recepcionista,14059.61,328.8,Economy,Cancelada,2025-08-12,
256,2025-06-11,José Pedro Cavalcanti,681.409.275-11,1976-01-02,Feminino,Nascimento Verde,GO,Terapeuta floral,3248.36,673.11,Standard,Inativa,2025-07-08,
257,2022-11-03,Lucca Vasconcelos,790.382.516-02,1971-07-02,Outro,Dias,PA,Guardador de veículos,19341.59,631.49,Premium,Inativa,2024-03-09,
258,2023-03-18,Murilo Rocha,512.379.846-37,1950-03-11,Outro,Souza,RO,Dançarino,4116.43,492.4,Economy,Cancelada,2025-03-22,2023-10-23
259,2023-02-14,Gustavo da Conceição,395.107.426-43,1961-03-17,Masculino,Teixeira,PI,Arqueólogo,12508.26,815.9,Standard,Cancelada,2024-12-18,
260,2024-11-13,Kamilly Mendonça,284.317.506-26,1971-02-27,Feminino,Nogueira de Andrade,PE,Governador,16543.92,668.56,Economy,Cancelada,2025-02-08,
261,2022-08-06,Valentim Marques,508.913.762-59,1989-06-08,Masculino,Cirino da Prata,GO,Enfermeiro,13451.46,532.87,Standard,Ativa,2023-02-15,
262,2021-12-22,Theo Lima,365.298.704-74,2005-03-22,Masculino,Brito,SC,Engenheiro mecânico,19096.63,487.95,Standard,Ativa,2023-03-25,
263,2024-08-25,Diogo Sousa,270.135.694-61,1981-11-02,Masculino,da Rosa de da Cunha,PI,Profissional de comércio exterior,4366.49,462.69,Premium,Cancelada,2025-06-27,
264,2020-11-12,José Miguel Melo,175.268.490-76,1955-05-15,Outro,Campos da Praia,RO,Recepcionista,17848.12,320.76,Standard,Cancelada,2021-08-23,
265,2021-08-15,João Miguel Fogaça,587.693.012-12,1983-01-11,Feminino,Pires de Casa Grande,CE,Soldado,4353.68,399.47,Economy,Cancelada,2024-03-22,
266,2024-08-31,Maria Luiza Barbosa,125.987.436-28,1969-03-13,Masculino,da Mata dos Dourados,SP,Ilustrador,14841.89,324.03,Standard,Cancelada,2025-04-10,
267,2024-05-14,Francisco Almeida,234.560.178-71,1979-11-04,Feminino,Brito,AP,Nadador,12796.02,713.82,Standard,Ativa,2024-12-07,
268,2023-05-15,Cauã da Luz,921.538.706-40,1951-02-27,Feminino,Pires de Cardoso,BA,Peixeiro,19363.54,731.4,Premium,Inativa,2024-04-06,
269,2024-10-26,Dr. Ravi Lucca Nogueira,487.159.623-00,1951-04-15,Outro,Moura da Prata,MA,Governador,19712.14,553.92,Standard,Inativa,2025-05-10,
270,2023-01-13,Luiz Otávio Jesus,429.067.138-13,1962-10-20,Feminino,Nascimento de Albuquerque,RR,Office-boy,19375.96,749.29,Economy,Ativa,2023-04-07,
271,2025-05-13,Lavínia Peixoto,305.194.768-75,1977-04-19,Masculino,Silva,SC,Surfista,13361.81,780.76,Economy,Ativa,2025-05-13,
272,2022-07-30,Isabella Moreira,948.567.210-11,1971-07-29,Outro,Cirino,BA,Estampador de tecidos,17246.57,456.78,Premium,Inativa,2023-05-19,
273,2021-03-06,Dra. Rebeca Correia,502.846.193-70,1976-01-14,Outro,Cardoso dos Dourados,SC,Advogado,4225.95,540.61,Premium,Inativa,2023-03-12,
274,2021-10-16,Dr. Leonardo Viana,759.802.634-38,1958-05-15,Masculino,Vasconcelos das Flores,AP,Plastimodelista,9175.59,518.05,Standard,Ativa,2023-09-07,
275,2022-12-23,Alice Campos,367.150.894-93,1960-10-10,Masculino,Melo,MG,Tecnólogo em processos químicos,8435.88,315.5,Premium,Cancelada,2025-03-17,
276,2025-06-08,Srta. Stephany Campos,479.120.685-11,2003-12-05,Masculino,Duarte do Sul,CE,Engenheiro sanitarista,4045.59,457.78,Standard,Cancelada,2025-06-19,
277,2023-07-21,Renan Sales,925.601.437-80,1972-08-01,Outro,Teixeira do Norte,AL,Guitarrista,10178.54,638.44,Premium,Ativa,2024-01-21,
278,2023-11-07,Ryan da Conceição,589.631.024-24,1990-04-21,Masculino,Silveira Grande,GO,Argumentista,11652.88,699.98,Economy,Inativa,2025-04-04,
279,2023-01-20,Sra. Esther Nunes,285.973.640-92,1975-01-02,Feminino,Moura,BA,Meredeira,5896.34,367.02,Premium,Inativa,2023-10-24,
280,2022-02-08,Thiago Garcia,205.641.938-60,1964-11-25,Outro,Correia do Galho,RO,Operador de vídeo,9956.6,360.97,Standard,Cancelada,2023-05-26,
281,2024-06-15,Luna Camargo,189.075.632-68,1958-07-27,Outro,Correia de Brito,AL,Profissional de hotelaria,11034.45,433.07,Premium,Inativa,2024-10-14,
282,2023-11-02,Jade Aragão,531.078.694-57,1972-03-02,Outro,Novais das Pedras,TO,Instalador de linha telefônica,8027.1,613.87,Premium,Cancelada,2024-09-17,
283,2024-08-07,Ana Cecília Siqueira,149.780.523-60,1953-01-04,Outro,Correia do Oeste,PE,Técnico em agropecuária,19531.11,337.22,Economy,Cancelada,2025-03-26,
284,2021-11-14,Dra. Maria Vitória Souza,157.863.042-80,1985-11-23,Outro,Montenegro Alegre,RO,Comprador,11751.81,514.75,Standard,Ativa,2022-07-17,
285,2023-04-19,Dr. Marcelo Jesus,653.491.728-91,1984-06-03,Feminino,Machado dos Dourados,MG,Acompanhante,6192.53,308.93,Premium,Inativa,2025-06-22,
286,2024-04-04,Catarina da Rosa,043.129.578-60,2006-08-21,Outro,Andrade,PB,Guitarrista,13122.75,724.33,Economy,Inativa,2025-01-27,
287,2021-05-29,Igor da Cunha,416.980.257-85,1964-12-30,Feminino,Sales de Sampaio,RJ,Borracheiro,11601.25,747.43,Premium,Cancelada,2025-02-28,
288,2023-08-09,Maria Helena Barros,058.637.942-83,1967-01-19,Outro,Aragão da Mata,PE,Armeiro,10352.83,400.25,Premium,Ativa,2025-01-30,
289,2022-03-23,Srta. Daniela Aragão,671.832.504-07,1982-05-24,Feminino,Barros do Amparo,RJ,Artista plástico,2184.2,410.88,Premium,Ativa,2023-05-03,
290,2023-05-15,Caroline Teixeira,273.864.190-31,1964-11-09,Feminino,Barbosa,GO,Maquiador,11034.6,844.02,Economy,Inativa,2024-04-08,
291,2022-03-30,Maria Sophia Lima,593.264.017-07,2003-03-24,Outro,Pimenta dos Dourados,RN,Classificador contábil,5035.41,496.34,Premium,Cancelada,2022-07-18,
292,2022-10-30,Maria Fernanda Cassiano,190.846.275-20,2003-03-26,Masculino,das Neves,PB,Músico,16287.83,540.32,Standard,Cancelada,2023-06-25,
293,2020-09-27,Yago Moreira,487.951.063-75,1961-10-01,Feminino,Cavalcante do Norte,MA,Designer de interiores,7772.18,402.75,Economy,Inativa,2023-05-15,
294,2024-07-28,Alexia Azevedo,645.907.231-07,1985-06-20,Outro,Garcia,PE,Triatleta,6434.33,345.44,Standard,Ativa,2024-08-17,
295,2021-02-14,Aurora Cirino,387.450.691-66,1967-12-04,Masculino,Mendonça das Flores,SC,Compositor,11591.28,476.67,Premium,Inativa,2025-01-10,
296,2020-09-19,Isaac Montenegro,409.387.256-29,1989-04-26,Feminino,Gonçalves Grande,AP,Zelador,9749.44,694.71,Premium,Cancelada,2022-06-18,
297,2022-07-16,Heloísa Leão,326.847.950-29,2005-05-05,Feminino,Rezende,BA,Profissional de relações internacionais,2283.57,778.52,Standard,Cancelada,2024-06-06,
298,2023-05-03,Vinicius Carvalho,628.704.531-08,1996-01-13,Feminino,Siqueira,AC,Fundidor,13330.18,735.31,Premium,Ativa,2025-04-24,
299,2025-01-11,Kamilly Cassiano,312.804.795-23,1973-08-23,Feminino,da Conceição,RO,Almirante,8221.26,740.6,Economy,Ativa,2025-04-11,
300,2022-06-04,Olivia Silva,526.371.408-44,1989-07-16,Masculino,Jesus,SP,Agente de defesa sanitária,17200.38,672.95,Standard,Ativa,2023-12-14,
301,2025-04-03,Gabriela Sá,312.946.780-78,2004-09-26,Masculino,Guerra do Norte,RN,Jogador de badminton,15902.53,501.48,Standard,Cancelada,2025-05-03,
302,2024-03-24,Valentina Ramos,081.369.725-59,1972-06-27,Masculino,Novais,MG,Passador,14062.65,821.85,Standard,Inativa,2025-07-17,2025-01-10
303,2024-06-14,Maria Laura da Rosa,472.389.056-47,2005-06-16,Outro,Ramos de Machado,AP,Vigilante noturno/diurno,4047.36,501.82,Standard,Cancelada,2024-09-03,
304,2023-02-17,Dra. Catarina Gonçalves,657.013.849-93,1960-01-21,Masculino,Duarte da Serra,RR,Catador de carangueijos,1979.4,402.33,Economy,Inativa,2024-08-04,
305,2021-01-30,Vinicius Santos,682.349.051-98,1990-08-03,Masculino,Castro,BA,Corredor de atletismo,6342.87,443.16,Standard,Ativa,2023-12-19,
306,2024-06-22,Sra. Laura Pires,219.804.756-01,1952-08-08,Feminino,Monteiro de Nogueira,SE,Administrador de banco de dados DBA,14338.64,849.25,Premium,Ativa,2024-10-30,
307,2023-09-01,Olívia Marques,671.490.823-78,1978-04-01,Masculino,Aragão,CE,Co-piloto,9862.79,794.27,Standard,Ativa,2024-02-03,
308,2020-11-25,Kaique Farias,109.375.268-86,1969-11-14,Feminino,Souza de Pacheco,MS,Apicultor,13855.04,690.25,Economy,Cancelada,2021-08-03,
309,2021-02-03,Ana Lívia Teixeira,681.237.094-04,1966-12-27,Feminino,Moura das Pedras,PE,Digitador,17250.2,691.5,Economy,Cancelada,2022-10-06,
310,2024-02-09,Dra. Vitória Borges,746.825.901-11,1985-02-15,Feminino,Monteiro de Cirino,RN,Encanador,10911.98,366.75,Premium,Ativa,2024-04-09,
311,2024-03-03,Ravi Lucca Pires,136.802.475-08,2006-06-04,Feminino,Porto,DF,Telegrafista,1986.25,604.71,Standard,Inativa,2024-03-03,
312,2022-01-13,Luna Vargas,015.234.976-61,1995-06-17,Outro,Fernandes do Amparo,PR,Apicultor,3900.77,786.34,Premium,Inativa,2023-02-21,
313,2023-11-09,Lívia Martins,604.752.831-71,1977-07-22,Outro,Azevedo Grande,GO,Amolador de ferramentas,14799.09,589.13,Standard,Cancelada,2024-12-19,
314,2022-04-28,Maria Julia Cirino,914.520.687-20,1971-05-24,Feminino,da Costa de Freitas,PB,Ferroviário,13383.26,547.49,Economy,Cancelada,2024-02-02,2022-11-14
315,2021-09-15,Guilherme Borges,780.634.195-10,1967-03-01,Outro,Siqueira de Moura,MA,Gastrônomo,13336.19,400.08,Premium,Inativa,2022-02-22,
316,2021-05-05,Caroline Costela,076.549.813-84,2000-03-11,Masculino,Farias,PB,Arrumadeira,16880.73,584.96,Standard,Ativa,2024-11-12,
317,2021-02-21,Leonardo Porto,359.128.460-24,1994-01-24,Outro,Cassiano da Serra,GO,Capitão,5671.2,821.12,Economy,Inativa,2024-06-26,
318,2020-09-13,Vitor Hugo Ferreira,854.192.607-94,1985-10-04,Feminino,Pimenta Alegre,PI,Médico cirurgião,5131.59,825.99,Standard,Ativa,2023-03-27,
319,2020-11-17,Cauê Gomes,016.384.725-80,1951-04-24,Outro,Farias do Oeste,RR,Técnico tributarista,11369.34,576.42,Premium,Cancelada,2025-03-03,
320,2024-09-03,Caroline Borges,719.253.406-43,1954-03-08,Masculino,Pimenta,GO,Implantodontista,4667.21,643.46,Economy,Inativa,2025-07-22,
321,2022-08-03,Dr. Ryan Alves,179.235.846-64,1990-03-16,Outro,Moraes,AM,Lavador de veículos,2262.09,775.08,Premium,Ativa,2024-08-11,
322,2024-09-18,Ana Sophia Vieira,487.396.120-31,1995-11-03,Outro,Mendes,MG,Atleta de nado sincronizado,6396.13,415.94,Economy,Inativa,2025-01-04,
323,2022-05-01,Manuela Nogueira,321.564.907-16,1996-10-31,Masculino,Novais do Campo,TO,Médico geneticista,10713.7,644.94,Standard,Cancelada,2024-04-12,
324,2021-07-04,Mateus Duarte,701.964.832-04,2005-01-25,Feminino,Nascimento de da Rocha,MG,Retificador,6030.24,744.04,Standard,Inativa,2021-10-16,
325,2023-07-08,Dr. Kevin Lopes,510.463.897-93,1960-12-23,Outro,Novaes do Norte,AC,Toxicologista,2608.39,541.78,Standard,Inativa,2024-12-15,
326,2023-06-06,Arthur da Costa,695.738.410-10,2006-05-23,Outro,Melo,BA,Crítico,4157.87,773.82,Standard,Cancelada,2023-09-02,
327,2023-05-28,Daniela da Paz,290.756.183-95,1998-07-17,Feminino,Carvalho de Minas,BA,Somelier,19544.42,371.92,Standard,Cancelada,2024-03-15,
